OrderDate,OrderNumber,ProductKey,CustomerKey,StockDate,TerritoryKey,Sum of OrderLineItem,Sum of OrderQuantity,BENEFICE,TOTAL COST,TOTAL REVENUE
2016-11-10 00:00:00,SO57736,215,11009,2003-09-01 00:00:00,9,2,1,21.61,1203,3364
2016-11-10 00:00:00,SO57736,575,11009,2003-10-20 00:00:00,9,1,1,902.13,148194,238407
2016-07-15 00:00:00,SO51421,360,11010,2003-04-29 00:00:00,9,1,1,943.29,110581,204910
2016-11-24 00:00:00,SO58533,223,11010,2003-10-05 00:00:00,9,2,3,8.790000000000003,1713,2592
2016-11-24 00:00:00,SO58533,575,11010,2003-10-18 00:00:00,9,1,1,902.13,148194,238407
2016-07-29 00:00:00,SO51650,360,11011,2003-07-05 00:00:00,9,1,1,943.29,110581,204910
2016-09-20 00:00:00,SO54706,489,11011,2003-07-05 00:00:00,9,2,1,12.420000000000002,4157,5399
2016-09-20 00:00:00,SO54706,574,11011,2003-06-12 00:00:00,9,1,1,902.13,148194,238407
2016-09-17 00:00:00,SO54508,215,11012,2003-07-10 00:00:00,1,3,1,21.61,1203,3364
2016-09-17 00:00:00,SO54508,528,11012,2003-09-02 00:00:00,1,2,2,6.24,374,998
2016-09-17 00:00:00,SO54508,537,11012,2003-08-23 00:00:00,1,1,1,21.91,1309,3500
2017-04-17 00:00:00,SO68413,480,11012,2004-02-03 00:00:00,1,2,2,2.8600000000000003,172,458
2017-04-17 00:00:00,SO68413,529,11012,2004-01-21 00:00:00,1,1,2,5.0,298,798
2016-10-15 00:00:00,SO56137,215,11013,2003-07-02 00:00:00,1,2,1,21.61,1203,3364
2016-10-15 00:00:00,SO56137,529,11013,2003-08-21 00:00:00,1,1,2,5.0,298,798
2016-09-24 00:00:00,SO54898,215,11014,2003-07-13 00:00:00,1,2,1,21.61,1203,3364
2016-09-24 00:00:00,SO54898,529,11014,2003-07-27 00:00:00,1,1,2,5.0,298,798
2016-11-01 00:00:00,SO57222,215,11014,2003-08-16 00:00:00,1,3,1,21.61,1203,3364
2016-11-01 00:00:00,SO57222,464,11014,2003-08-31 00:00:00,1,4,3,41.52,2913,7065
2016-11-01 00:00:00,SO57222,528,11014,2003-09-19 00:00:00,1,2,2,6.24,374,998
2016-11-01 00:00:00,SO57222,537,11014,2003-09-30 00:00:00,1,1,1,21.91,1309,3500
2016-07-22 00:00:00,SO51520,352,11015,2003-05-22 00:00:00,4,1,1,953.5600000000002,111786,207142
2016-07-22 00:00:00,SO51520,485,11015,2003-06-17 00:00:00,4,2,2,27.52,1644,4396
2016-07-22 00:00:00,SO51520,486,11015,2003-05-12 00:00:00,4,3,1,99.53,5947,15900
2016-08-13 00:00:00,SO52512,362,11016,2003-04-21 00:00:00,4,1,1,943.29,110581,204910
2016-08-13 00:00:00,SO52512,480,11016,2003-05-27 00:00:00,4,3,2,2.8600000000000003,172,458
2016-08-13 00:00:00,SO52512,537,11016,2003-06-08 00:00:00,4,2,1,21.91,1309,3500
2016-07-05 00:00:00,SO51256,362,11017,2003-03-31 00:00:00,9,1,1,943.29,110581,204910
2016-07-05 00:00:00,SO51256,485,11017,2003-03-19 00:00:00,9,2,2,27.52,1644,4396
2017-04-16 00:00:00,SO68396,569,11017,2004-03-03 00:00:00,9,1,1,280.91,46144,74235
2016-07-20 00:00:00,SO51492,352,11018,2003-04-11 00:00:00,9,1,1,953.5600000000002,111786,207142
2016-07-20 00:00:00,SO51492,485,11018,2003-03-30 00:00:00,9,2,2,27.52,1644,4396
2017-04-26 00:00:00,SO69087,220,11018,2003-12-31 00:00:00,9,4,1,21.61,1203,3364
2017-04-26 00:00:00,SO69087,477,11018,2004-03-09 00:00:00,9,3,2,6.24,374,998
2017-04-26 00:00:00,SO69087,479,11018,2004-01-13 00:00:00,9,2,2,11.260000000000002,672,1798
2017-04-26 00:00:00,SO69087,569,11018,2004-03-09 00:00:00,9,1,1,280.91,46144,74235
2016-08-16 00:00:00,SO52626,482,11019,2003-06-01 00:00:00,6,3,2,11.260000000000002,672,1798
2016-08-16 00:00:00,SO52626,529,11019,2003-06-20 00:00:00,6,1,2,5.0,298,798
2016-08-16 00:00:00,SO52626,539,11019,2003-06-14 00:00:00,6,2,2,31.28,187,4998
2016-09-05 00:00:00,SO53834,491,11019,2003-06-26 00:00:00,6,1,1,12.420000000000002,4157,5399
2016-09-14 00:00:00,SO54332,220,11019,2003-05-31 00:00:00,6,2,1,21.61,1203,3364
2016-09-14 00:00:00,SO54332,482,11019,2003-06-27 00:00:00,6,3,2,11.260000000000002,672,1798
2016-09-14 00:00:00,SO54332,529,11019,2003-08-23 00:00:00,6,1,2,5.0,298,798
2016-10-30 00:00:00,SO56910,479,11019,2003-07-30 00:00:00,6,1,2,11.260000000000002,672,1798
2016-11-09 00:00:00,SO57639,480,11019,2003-10-03 00:00:00,6,2,2,2.8600000000000003,172,458
2016-11-09 00:00:00,SO57639,530,11019,2003-10-09 00:00:00,6,1,2,6.24,374,998
2016-11-26 00:00:00,SO58600,483,11019,2003-10-09 00:00:00,6,3,1,75.12,4488,12000
2016-11-26 00:00:00,SO58600,529,11019,2003-09-03 00:00:00,6,2,2,5.0,298,798
2016-11-26 00:00:00,SO58600,539,11019,2003-09-29 00:00:00,6,1,2,31.28,187,4998
2017-01-24 00:00:00,SO62659,480,11019,2003-11-06 00:00:00,6,2,2,2.8600000000000003,172,458
2017-01-24 00:00:00,SO62659,537,11019,2003-10-08 00:00:00,6,1,1,21.91,1309,3500
2017-02-23 00:00:00,SO64737,480,11019,2004-01-19 00:00:00,6,1,2,2.8600000000000003,172,458
2017-03-11 00:00:00,SO65967,535,11019,2004-01-15 00:00:00,6,1,2,31.28,187,4998
2017-03-22 00:00:00,SO66658,480,11019,2004-01-10 00:00:00,6,2,2,2.8600000000000003,172,458
2017-03-22 00:00:00,SO66658,538,11019,2004-01-12 00:00:00,6,1,2,26.9,1608,4298
2017-04-19 00:00:00,SO68563,480,11019,2004-03-29 00:00:00,6,3,2,2.8600000000000003,172,458
2017-04-19 00:00:00,SO68563,528,11019,2004-01-11 00:00:00,6,2,2,6.24,374,998
2017-04-19 00:00:00,SO68563,536,11019,2004-02-29 00:00:00,6,1,2,37.53999999999999,2244,5998
2017-04-28 00:00:00,SO69177,214,11019,2004-01-10 00:00:00,6,1,1,21.9,1309,3499
2017-06-01 00:00:00,SO71963,226,11019,2004-05-05 00:00:00,6,1,1,16.35,3172,4807
2017-06-01 00:00:00,SO71963,462,11019,2004-02-16 00:00:00,6,2,3,41.52,2913,7065
2017-06-02 00:00:00,SO72015,530,11019,2004-05-14 00:00:00,6,2,2,6.24,374,998
2017-06-02 00:00:00,SO72015,541,11019,2004-04-18 00:00:00,6,1,2,36.3,2168,5798
2017-06-12 00:00:00,SO72747,475,11019,2004-02-28 00:00:00,6,1,1,43.81,2618,6999
2017-06-12 00:00:00,SO72747,491,11019,2004-03-01 00:00:00,6,2,1,12.420000000000002,4157,5399
2016-07-02 00:00:00,SO51193,362,11020,2003-03-31 00:00:00,6,1,1,943.29,110581,204910
2016-07-02 00:00:00,SO51193,485,11020,2003-05-10 00:00:00,6,2,2,27.52,1644,4396
2016-07-27 00:00:00,SO51610,362,11021,2003-06-03 00:00:00,1,1,1,943.29,110581,204910
2016-07-27 00:00:00,SO51610,485,11021,2003-04-18 00:00:00,1,2,2,27.52,1644,4396
2016-07-27 00:00:00,SO51610,487,11021,2003-05-25 00:00:00,1,3,1,34.42,2057,5499
2016-07-24 00:00:00,SO51556,352,11022,2003-06-23 00:00:00,1,1,1,953.5600000000002,111786,207142
2016-07-24 00:00:00,SO51556,480,11022,2003-06-24 00:00:00,1,2,1,1.4300000000000002,86,229
2016-08-21 00:00:00,SO52912,485,11023,2003-07-31 00:00:00,4,3,2,27.52,1644,4396
2016-08-21 00:00:00,SO52912,490,11023,2003-07-01 00:00:00,4,4,1,12.420000000000002,4157,5399
2016-08-21 00:00:00,SO52912,528,11023,2003-06-06 00:00:00,4,2,2,6.24,374,998
2016-08-21 00:00:00,SO52912,537,11023,2003-04-25 00:00:00,4,1,1,21.91,1309,3500
2016-12-29 00:00:00,SO60998,480,11024,2003-12-12 00:00:00,4,3,2,2.8600000000000003,172,458
2016-12-29 00:00:00,SO60998,528,11024,2003-09-14 00:00:00,4,1,2,6.24,374,998
2016-12-29 00:00:00,SO60998,537,11024,2003-10-08 00:00:00,4,2,1,21.91,1309,3500
2017-01-27 00:00:00,SO62830,480,11024,2003-11-12 00:00:00,4,2,2,2.8600000000000003,172,458
2017-01-27 00:00:00,SO62830,484,11024,2003-10-29 00:00:00,4,3,2,9.96,594,1590
2017-01-27 00:00:00,SO62830,529,11024,2003-11-14 00:00:00,4,1,2,5.0,298,798
2016-07-24 00:00:00,SO51561,356,11025,2003-05-18 00:00:00,9,1,1,953.5600000000002,111786,207142
2016-07-24 00:00:00,SO51561,472,11025,2003-04-29 00:00:00,9,3,1,39.75,2375,6350
2016-07-24 00:00:00,SO51561,485,11025,2003-04-09 00:00:00,9,2,2,27.52,1644,4396
2017-04-27 00:00:00,SO69157,488,11025,2004-02-01 00:00:00,9,2,1,12.420000000000002,4157,5399
2017-04-27 00:00:00,SO69157,565,11025,2004-03-15 00:00:00,9,1,1,280.91,46144,74235
2016-09-28 00:00:00,SO55132,352,11026,2003-09-03 00:00:00,9,1,1,953.5600000000002,111786,207142
2016-09-28 00:00:00,SO55132,466,11026,2003-06-15 00:00:00,9,3,2,27.68,1942,4710
2016-09-28 00:00:00,SO55132,487,11026,2003-06-05 00:00:00,9,2,1,34.42,2057,5499
2017-04-17 00:00:00,SO68468,530,11026,2004-02-01 00:00:00,9,3,3,9.36,561,1497
2017-04-17 00:00:00,SO68468,541,11026,2004-01-09 00:00:00,9,2,2,36.3,2168,5798
2017-04-17 00:00:00,SO68468,567,11026,2004-01-17 00:00:00,9,1,1,280.91,46144,74235
2016-11-24 00:00:00,SO58536,223,11027,2003-11-08 00:00:00,9,4,3,8.790000000000003,1713,2592
2016-11-24 00:00:00,SO58536,362,11027,2003-10-28 00:00:00,9,1,1,943.29,110581,204910
2016-11-24 00:00:00,SO58536,487,11027,2003-07-31 00:00:00,9,2,1,34.42,2057,5499
2016-11-24 00:00:00,SO58536,490,11027,2003-08-09 00:00:00,9,3,1,12.420000000000002,4157,5399
2017-04-26 00:00:00,SO69088,480,11027,2004-01-18 00:00:00,9,4,2,2.8600000000000003,172,458
2017-04-26 00:00:00,SO69088,530,11027,2004-03-31 00:00:00,9,2,2,6.24,374,998
2017-04-26 00:00:00,SO69088,541,11027,2004-02-28 00:00:00,9,3,2,36.3,2168,5798
2017-04-26 00:00:00,SO69088,571,11027,2004-03-16 00:00:00,9,1,1,280.91,46144,74235
2016-11-14 00:00:00,SO57943,352,11028,2003-08-23 00:00:00,9,1,1,953.5600000000002,111786,207142
2016-11-14 00:00:00,SO57943,480,11028,2003-09-12 00:00:00,9,3,2,2.8600000000000003,172,458
2016-11-14 00:00:00,SO57943,537,11028,2003-08-02 00:00:00,9,2,1,21.91,1309,3500
2017-04-09 00:00:00,SO67961,569,11028,2004-03-22 00:00:00,9,1,1,280.91,46144,74235
2016-11-02 00:00:00,SO57294,220,11029,2003-09-30 00:00:00,9,2,1,21.61,1203,3364
2016-11-02 00:00:00,SO57294,352,11029,2003-08-13 00:00:00,9,1,1,953.5600000000002,111786,207142
2016-11-02 00:00:00,SO57294,489,11029,2003-10-15 00:00:00,9,3,1,12.420000000000002,4157,5399
2017-05-14 00:00:00,SO70593,477,11029,2004-03-30 00:00:00,9,3,2,6.24,374,998
2017-05-14 00:00:00,SO70593,479,11029,2004-03-21 00:00:00,9,2,2,11.260000000000002,672,1798
2017-05-14 00:00:00,SO70593,569,11029,2004-04-19 00:00:00,9,1,1,280.91,46144,74235
2017-01-25 00:00:00,SO62739,354,11030,2003-10-05 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-05-12 00:00:00,SO70449,223,11030,2004-01-20 00:00:00,9,2,2,5.860000000000001,1142,1728
2017-05-12 00:00:00,SO70449,566,11030,2004-02-15 00:00:00,9,1,1,280.91,46144,74235
2017-01-16 00:00:00,SO62222,356,11031,2003-10-19 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-01-16 00:00:00,SO62222,480,11031,2003-10-02 00:00:00,9,2,1,1.4300000000000002,86,229
2017-05-16 00:00:00,SO70748,477,11031,2004-02-26 00:00:00,9,2,1,3.12,187,499
2017-05-16 00:00:00,SO70748,479,11031,2004-02-07 00:00:00,9,3,2,11.260000000000002,672,1798
2017-05-16 00:00:00,SO70748,568,11031,2004-01-22 00:00:00,9,1,1,280.91,46144,74235
2017-02-12 00:00:00,SO64042,354,11032,2004-01-15 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-02-12 00:00:00,SO64042,477,11032,2003-11-07 00:00:00,9,6,2,6.24,374,998
2017-02-12 00:00:00,SO64042,478,11032,2003-10-16 00:00:00,9,5,2,12.5,748,1998
2017-02-12 00:00:00,SO64042,480,11032,2003-12-14 00:00:00,9,7,2,2.8600000000000003,172,458
2017-02-12 00:00:00,SO64042,485,11032,2003-11-09 00:00:00,9,4,2,27.52,1644,4396
2017-02-12 00:00:00,SO64042,528,11032,2004-01-17 00:00:00,9,3,2,6.24,374,998
2017-02-12 00:00:00,SO64042,537,11032,2004-01-26 00:00:00,9,2,1,21.91,1309,3500
2017-05-11 00:00:00,SO70373,223,11032,2004-02-15 00:00:00,9,2,2,5.860000000000001,1142,1728
2017-05-11 00:00:00,SO70373,570,11032,2004-04-04 00:00:00,9,1,1,280.91,46144,74235
2017-02-02 00:00:00,SO63409,220,11033,2003-10-09 00:00:00,9,2,1,21.61,1203,3364
2017-02-02 00:00:00,SO63409,356,11033,2003-12-24 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-05-08 00:00:00,SO70163,223,11033,2004-03-07 00:00:00,9,3,2,5.860000000000001,1142,1728
2017-05-08 00:00:00,SO70163,477,11033,2004-04-19 00:00:00,9,4,2,6.24,374,998
2017-05-08 00:00:00,SO70163,479,11033,2004-04-18 00:00:00,9,2,2,11.260000000000002,672,1798
2017-05-08 00:00:00,SO70163,585,11033,2004-04-23 00:00:00,9,1,1,280.91,46144,74235
2017-02-07 00:00:00,SO63737,360,11034,2003-12-29 00:00:00,9,1,1,943.29,110581,204910
2017-05-13 00:00:00,SO70521,489,11034,2004-01-28 00:00:00,9,2,1,12.420000000000002,4157,5399
2017-05-13 00:00:00,SO70521,567,11034,2004-03-14 00:00:00,9,1,1,280.91,46144,74235
2017-03-13 00:00:00,SO66140,352,11035,2004-01-08 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-05-18 00:00:00,SO70870,477,11035,2004-04-15 00:00:00,9,2,2,6.24,374,998
2017-05-18 00:00:00,SO70870,479,11035,2004-02-25 00:00:00,9,3,1,5.630000000000001,336,899
2017-05-18 00:00:00,SO70870,585,11035,2004-02-29 00:00:00,9,1,1,280.91,46144,74235
2016-07-26 00:00:00,SO51593,215,11036,2003-06-24 00:00:00,4,2,1,21.61,1203,3364
2016-07-26 00:00:00,SO51593,356,11036,2003-04-03 00:00:00,4,1,1,953.5600000000002,111786,207142
2016-07-24 00:00:00,SO51555,360,11037,2003-06-03 00:00:00,6,1,1,943.29,110581,204910
2016-07-24 00:00:00,SO51555,477,11037,2003-04-17 00:00:00,6,5,3,9.36,561,1497
2016-07-24 00:00:00,SO51555,478,11037,2003-05-27 00:00:00,6,6,1,6.25,374,999
2016-07-24 00:00:00,SO51555,480,11037,2003-06-17 00:00:00,6,7,1,1.4300000000000002,86,229
2016-07-24 00:00:00,SO51555,485,11037,2003-05-03 00:00:00,6,4,3,41.28,2466,6594
2016-07-24 00:00:00,SO51555,528,11037,2003-04-06 00:00:00,6,3,1,3.12,187,499
2016-07-24 00:00:00,SO51555,537,11037,2003-05-11 00:00:00,6,2,1,21.91,1309,3500
2017-03-04 00:00:00,SO65549,354,11038,2003-11-12 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-05-15 00:00:00,SO70671,566,11038,2004-03-29 00:00:00,9,1,1,280.91,46144,74235
2017-03-23 00:00:00,SO66747,223,11039,2004-03-04 00:00:00,9,4,2,5.860000000000001,1142,1728
2017-03-23 00:00:00,SO66747,354,11039,2004-02-11 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-03-23 00:00:00,SO66747,480,11039,2004-03-07 00:00:00,9,2,2,2.8600000000000003,172,458
2017-03-23 00:00:00,SO66747,483,11039,2004-02-24 00:00:00,9,3,1,75.12,4488,12000
2017-05-14 00:00:00,SO70594,223,11039,2004-02-29 00:00:00,9,4,2,5.860000000000001,1142,1728
2017-05-14 00:00:00,SO70594,530,11039,2004-03-13 00:00:00,9,3,2,6.24,374,998
2017-05-14 00:00:00,SO70594,541,11039,2004-03-31 00:00:00,9,2,2,36.3,2168,5798
2017-05-14 00:00:00,SO70594,572,11039,2004-02-23 00:00:00,9,1,1,280.91,46144,74235
2016-10-05 00:00:00,SO55599,352,11040,2003-08-13 00:00:00,1,1,1,953.5600000000002,111786,207142
2016-10-05 00:00:00,SO55599,481,11040,2003-07-23 00:00:00,1,3,2,11.260000000000002,672,1798
2016-10-05 00:00:00,SO55599,485,11040,2003-06-30 00:00:00,1,2,2,27.52,1644,4396
2016-07-18 00:00:00,SO51460,358,11041,2003-05-28 00:00:00,4,1,1,943.29,110581,204910
2016-07-18 00:00:00,SO51460,471,11041,2003-06-22 00:00:00,4,3,1,39.75,2375,6350
2016-07-18 00:00:00,SO51460,485,11041,2003-05-05 00:00:00,4,2,1,13.76,822,2198
2016-07-25 00:00:00,SO51577,354,11042,2003-04-20 00:00:00,4,1,1,953.5600000000002,111786,207142
2017-04-19 00:00:00,SO68609,232,11042,2004-01-30 00:00:00,4,2,1,16.35,3172,4807
2017-04-19 00:00:00,SO68609,568,11042,2003-12-31 00:00:00,4,1,1,280.91,46144,74235
2016-11-09 00:00:00,SO57638,223,11043,2003-09-22 00:00:00,4,2,2,5.860000000000001,1142,1728
2016-11-09 00:00:00,SO57638,529,11043,2003-08-23 00:00:00,4,1,2,5.0,298,798
2017-02-19 00:00:00,SO64496,537,11043,2004-01-21 00:00:00,4,1,1,21.91,1309,3500
2017-05-07 00:00:00,SO70074,362,11044,2004-04-16 00:00:00,9,1,1,943.29,110581,204910
2017-05-07 00:00:00,SO70074,537,11044,2004-01-17 00:00:00,9,2,1,21.91,1309,3500
2017-05-11 00:00:00,SO70374,477,11044,2004-02-08 00:00:00,9,3,2,6.24,374,998
2017-05-11 00:00:00,SO70374,479,11044,2004-03-17 00:00:00,9,2,2,11.260000000000002,672,1798
2017-05-11 00:00:00,SO70374,490,11044,2004-01-26 00:00:00,9,4,1,12.420000000000002,4157,5399
2017-05-11 00:00:00,SO70374,572,11044,2004-03-09 00:00:00,9,1,1,280.91,46144,74235
2016-10-12 00:00:00,SO55973,220,11045,2003-09-07 00:00:00,9,3,1,21.61,1203,3364
2016-10-12 00:00:00,SO55973,528,11045,2003-09-18 00:00:00,9,1,2,6.24,374,998
2016-10-12 00:00:00,SO55973,535,11045,2003-09-03 00:00:00,9,2,2,31.28,187,4998
2017-05-01 00:00:00,SO69572,226,11045,2004-01-28 00:00:00,9,1,1,16.35,3172,4807
2017-05-01 00:00:00,SO69653,214,11046,2004-03-19 00:00:00,9,3,1,21.9,1309,3499
2017-05-01 00:00:00,SO69653,464,11046,2004-04-03 00:00:00,9,2,2,27.68,1942,4710
2017-05-01 00:00:00,SO69653,571,11046,2004-02-13 00:00:00,9,1,1,280.91,46144,74235
2017-05-15 00:00:00,SO70651,352,11046,2004-03-20 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-05-15 00:00:00,SO70651,483,11046,2004-02-22 00:00:00,9,2,1,75.12,4488,12000
2017-05-07 00:00:00,SO70087,567,11047,2004-04-03 00:00:00,9,1,1,280.91,46144,74235
2017-05-22 00:00:00,SO71132,356,11047,2004-05-04 00:00:00,9,1,1,953.5600000000002,111786,207142
2017-05-22 00:00:00,SO71132,483,11047,2004-03-10 00:00:00,9,2,1,75.12,4488,12000
2017-05-17 00:00:00,SO70820,484,11048,2004-04-05 00:00:00,9,2,2,9.96,594,1590
2017-05-17 00:00:00,SO70820,585,11048,2004-02-17 00:00:00,9,1,1,280.91,46144,74235
2017-06-27 00:00:00,SO73924,223,11048,2004-04-01 00:00:00,9,5,2,5.860000000000001,1142,1728
2017-06-27 00:00:00,SO73924,360,11048,2004-06-07 00:00:00,9,1,1,943.29,110581,204910
2017-06-27 00:00:00,SO73924,477,11048,2004-05-24 00:00:00,9,3,2,6.24,374,998
2017-06-27 00:00:00,SO73924,478,11048,2004-03-29 00:00:00,9,2,2,12.5,748,1998
2017-06-27 00:00:00,SO73924,489,11048,2004-05-11 00:00:00,9,4,1,12.420000000000002,4157,5399
2016-09-10 00:00:00,SO54129,214,11049,2003-05-31 00:00:00,4,3,1,21.9,1309,3499
2016-09-10 00:00:00,SO54129,528,11049,2003-07-07 00:00:00,4,1,2,6.24,374,998
2016-09-10 00:00:00,SO54129,537,11049,2003-07-18 00:00:00,4,2,1,21.91,1309,3500
2017-05-01 00:00:00,SO69583,480,11049,2004-03-12 00:00:00,4,2,2,2.8600000000000003,172,458
2017-05-01 00:00:00,SO69583,529,11049,2004-03-17 00:00:00,4,1,3,7.500000000000001,447,1197
2016-09-17 00:00:00,SO54526,473,11050,2003-08-11 00:00:00,9,3,1,39.75,2375,6350
2016-09-17 00:00:00,SO54526,485,11050,2003-07-13 00:00:00,9,2,2,27.52,1644,4396
2016-09-17 00:00:00,SO54526,587,11050,2003-07-10 00:00:00,9,1,1,349.71000000000004,41978,76949
2017-05-22 00:00:00,SO71147,220,11050,2004-02-14 00:00:00,9,2,1,21.61,1203,3364
2017-05-22 00:00:00,SO71147,566,11050,2004-04-13 00:00:00,9,1,1,280.91,46144,74235
2016-07-25 00:00:00,SO51582,362,11052,2003-04-21 00:00:00,9,1,1,943.29,110581,204910
